source_file,sheet,company,email,phone,channel,email_ok,email_reason,phone_ok,phone_reason,city,usdot
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Towing Guyz,,(510) 680-2111,phone_only,MISSING,no_col,YES,ok,Fremont,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Jerry's Recovery & Transport,,(415) 572-6340,phone_only,MISSING,no_col,YES,ok,San Francisco,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),10-4 Tow Hayward,,(510) 690-8880,phone_only,MISSING,no_col,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Elite Tow,,(510) 330-5555,phone_only,MISSING,no_col,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Silverline Towing,,(510) 500-5665,phone_only,MISSING,no_col,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),All Brauns Towing,,(866) 408-8093,phone_only,MISSING,no_col,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),All Day Towing Inc,,(510) 471-2500,phone_only,MISSING,no_col,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Affordable Towing & Roadside,,(510) 826-2504,phone_only,MISSING,no_col,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Fast & Easy Towing,,(510) 887-1000,phone_only,MISSING,no_col,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Allied Towing & Transport,,(510) 575-0000,phone_only,MISSING,no_col,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),A9 Towing Co,,(510) 200-9900,phone_only,MISSING,no_col,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Jack James Road Solutions,,(510) 581-1950,phone_only,MISSING,no_col,YES,ok,East Bay,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),10-4 Tow San Leandro,,(510) 633-2727,phone_only,MISSING,no_col,YES,ok,San Leandro,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),10-4 Tow Fremont,,(510) 399-4060,phone_only,MISSING,no_col,YES,ok,Fremont,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Romex Transport Inc,,1-877-766-3920,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Saia LTL Freight,,(916) 374-1030,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,CPC Logistics,,(916) 419-0806,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,MC Transportation,,(916) 648-7430,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Altex Transportation Inc,info@altextransportation.com,(916) 372-8402,email+phone,YES,ok,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,SHK Hauling Inc,dulai@shkhauling.com,(916) 374-1192,email+phone,YES,ok,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Best Logistics Inc,,(209) 762-6222,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Sunview Logistics Inc,,(925) 466-5400,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Reeve Trucking,,(800) 842-6677,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Artesian Transportation System Inc,,(866) 258-3217,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,R&A Trucking Company,,(510) 632-7112,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,East Bay Logistics Inc,,(510) 782-7900,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,JM & R Trucking,,(510) 568-6500,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,East Bay Trucking Inc,,(510) 839-2516,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,NBC Transportation & Warehouse Inc,,(510) 436-3580,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Mutual Express Co,,(510) 465-1711,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Odyssey Logistics,,(510) 264-0973,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,E&E Transport LLC,,(559) 417-7599,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,First Class Trucking,,(954) 228-2441,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,S & H Trucking,,(559) 277-0441,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,R & R Logistics,,(559) 312-8775,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Carino Trucking,,(559) 237-2648,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Slingshot Transportation,,(559) 261-0968,phone_only,FAKE,malformed,YES,ok,,
CARB_Prospect_List_NorCal.xlsx,CARB Prospect List,Old Dominion Freight Line (Fresno),,(800) 235-5569,phone_only,FAKE,domain_not_company:odfl.com,YES,ok,,
aplus_leads_parsed_2-18.csv,(csv),R&R Trucking,,(510) 284-9103,phone_only,MISSING,no_col,YES,ok,Oakdale,
aplus_leads_parsed_2-18.csv,(csv),Storage to You,,(916) 280-1525,phone_only,MISSING,no_col,YES,ok,Rancho Cordova,
aplus_leads_parsed_2-18.csv,(csv),JW McClenahan,,(916) 737-9582,phone_only,MISSING,no_col,YES,ok,Sacramento,
aplus_leads_parsed_2-18.csv,(csv),Amrock Construction,,(408) 690-6161,phone_only,MISSING,no_col,YES,ok,Campbell,
aplus_leads_parsed_2-18.csv,(csv),Diamond Cut Pool Plastering,,(209) 380-8773,phone_only,MISSING,no_col,YES,ok,Livermore,
aplus_leads_parsed_2-18.csv,(csv),High Noble Safe,,(916) 746-7711,phone_only,MISSING,no_col,YES,ok,Roseville,
aplus_leads_parsed_2-18.csv,(csv),Tuffgrass Inc,,(530) 237-7879,phone_only,MISSING,no_col,YES,ok,Penn Valley,
aplus_leads_parsed_2-18.csv,(csv),Superior Roof Metals,,(510) 302-5132,phone_only,MISSING,no_col,YES,ok,San Jose,
aplus_leads_parsed_2-18.csv,(csv),Take It For Granite,,(408) 510-4869,phone_only,MISSING,no_col,YES,ok,San Jose,
aplus_leads_parsed_2-18.csv,(csv),Glazier & Glazier,,(707) 484-8086,phone_only,MISSING,no_col,YES,ok,Petaluma,
aplus_leads_parsed_2-18.csv,(csv),Mejia Trucking,,(707) 337-8910,phone_only,MISSING,no_col,YES,ok,St Helena,
aplus_leads_parsed_2-18.csv,(csv),Owl Vision,,(408) 857-8096,phone_only,MISSING,no_col,YES,ok,San Francisco,
aplus_leads_parsed_2-18.csv,(csv),Sunny Cal Cargo,,(707) 689-8888,phone_only,MISSING,no_col,YES,ok,Fairfield,
aplus_leads_parsed_2-18.csv,(csv),Elite Limousine Inc,,(650) 270-9163,phone_only,MISSING,no_col,YES,ok,Union City,
aplus_leads_parsed_2-18.csv,(csv),Methodology Inc,,(707) 344-3463,phone_only,MISSING,no_col,YES,ok,Concord,
aplus_leads_parsed_2-18.csv,(csv),Unknown (4822 Patrol),,(916) 230-1207,phone_only,MISSING,no_col,YES,ok,McClellan,
aplus_leads_parsed_2-18.csv,(csv),Tim Braund,,(530) 949-0938,phone_only,MISSING,no_col,YES,ok,Cottonwood,
ENRICHED-Darryl-Hot-Leads-REAL.csv,(csv),"Sundance Stage Lines, Inc",,619-525-1570,phone_only,FAKE,domain_not_company:apexfenceok.com,YES,ok,San Diego,184090
ENRICHED-Darryl-Hot-Leads-REAL.csv,(csv),INQUIPCO,jerry@inquipco.com,(949) 818-9167,email+phone,YES,ok,YES,ok,Las Vegas,347085
ENRICHED-Darryl-Hot-Leads-REAL.csv,(csv),"Steve Wills Trucking & Logging, LLC.",swillstruck@aol.com,,email_only,YES,ok,MISSING,missing,Fortuna,256813
01-CLEAN-USABLE-CONTACTS.csv,(csv),"Sundance Stage Lines, Inc",,619-525-1570,phone_only,MISSING,missing,YES,ok,San Diego,184090
01-CLEAN-USABLE-CONTACTS.csv,(csv),INQUIPCO,jerry@inquipco.com,(949) 818-9167,email+phone,YES,ok,YES,ok,Las Vegas,347085
01-CLEAN-USABLE-CONTACTS.csv,(csv),"Steve Wills Trucking & Logging, LLC.",swillstruck@aol.com,,email_only,YES,ok,MISSING,missing,Fortuna,256813
01-CLEAN-USABLE-CONTACTS.csv,(csv),Chevron West (Tow Truck Equipment),,(916) 371-7188,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Sac Truck Depot,,(916) 488-1100,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Western Truck Center,,(916) 375-3040,phone_only,MISSING,missing,YES,ok,West Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),B J's Gears & Truck Sales,,(916) 372-3518,phone_only,MISSING,missing,YES,ok,West Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Sac Valley Diesel,,(916) 514-1717,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Truck Parking Sacramento,,(916) 304-5022,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Golden State Cali Repair / Yodha Logistic,,(279) 321-9280,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),RecNation Storage,,(916) 395-5563,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Angela's Registration Services,,(916) 821-7086,phone_only,MISSING,missing,YES,ok,West Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Sacramento Registration Service,,(916) 480-2700,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),3 Minute Vehicle Registration Services,,(916) 549-8318,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Teichert Construction,,(916) 484-3011,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),DRYCO Construction,,(800) 378-2177,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Future Isuzu Truck Center,,(916) 349-3360,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),EB Towing,,(510) 992-4030,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Tow Doctors,,(510) 575-3677,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Toro Road Runners,,(510) 465-8676,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Emergency Towing,,(510) 534-5190,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Rocket Towing,,(510) 228-0842,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),V&U Towing,,(510) 206-3085,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Micki's Towing,,(510) 436-6300,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Andy's Towing,,(510) 995-0052,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Auto Plus Towing,,(510) 261-8199,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Affordable Towing,,(510) 394-7879,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),ZR Towing,,(510) 502-5568,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Economy Towing,,(408) 923-6212,phone_only,MISSING,missing,YES,ok,Milpitas,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Town Business Towing,,(510) 990-1652,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Towing Guyz,,(510) 680-2111,phone_only,MISSING,missing,YES,ok,Fremont,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Jerry's Recovery & Transport,,(415) 572-6340,phone_only,MISSING,missing,YES,ok,San Francisco,
01-CLEAN-USABLE-CONTACTS.csv,(csv),10-4 Tow Hayward,,(510) 690-8880,phone_only,MISSING,missing,YES,ok,Hayward,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Elite Tow,,(510) 330-5555,phone_only,MISSING,missing,YES,ok,Hayward,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Silverline Towing,,(510) 500-5665,phone_only,MISSING,missing,YES,ok,Hayward,
01-CLEAN-USABLE-CONTACTS.csv,(csv),All Brauns Towing,,(866) 408-8093,phone_only,MISSING,missing,YES,ok,Hayward,
01-CLEAN-USABLE-CONTACTS.csv,(csv),All Day Towing Inc,,(510) 471-2500,phone_only,MISSING,missing,YES,ok,Hayward,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Affordable Towing & Roadside,,(510) 826-2504,phone_only,MISSING,missing,YES,ok,Hayward,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Fast & Easy Towing,,(510) 887-1000,phone_only,MISSING,missing,YES,ok,Hayward,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Allied Towing & Transport,,(510) 575-0000,phone_only,MISSING,missing,YES,ok,Hayward,
01-CLEAN-USABLE-CONTACTS.csv,(csv),A9 Towing Co,,(510) 200-9900,phone_only,MISSING,missing,YES,ok,Hayward,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Jack James Road Solutions,,(510) 581-1950,phone_only,MISSING,missing,YES,ok,East Bay,
01-CLEAN-USABLE-CONTACTS.csv,(csv),10-4 Tow San Leandro,,(510) 633-2727,phone_only,MISSING,missing,YES,ok,San Leandro,
01-CLEAN-USABLE-CONTACTS.csv,(csv),10-4 Tow Fremont,,(510) 399-4060,phone_only,MISSING,missing,YES,ok,Fremont,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Romex Transport Inc,,1-877-766-3920,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Saia LTL Freight,,(916) 374-1030,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),CPC Logistics,,(916) 419-0806,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),MC Transportation,,(916) 648-7430,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Altex Transportation Inc,info@altextransportation.com,(916) 372-8402,email+phone,YES,ok,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),SHK Hauling Inc,dulai@shkhauling.com,(916) 374-1192,email+phone,YES,ok,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Best Logistics Inc,,(209) 762-6222,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Sunview Logistics Inc,,(925) 466-5400,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Reeve Trucking,,(800) 842-6677,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Artesian Transportation System Inc,,(866) 258-3217,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),R&A Trucking Company,,(510) 632-7112,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),East Bay Logistics Inc,,(510) 782-7900,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),JM & R Trucking,,(510) 568-6500,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),East Bay Trucking Inc,,(510) 839-2516,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),NBC Transportation & Warehouse Inc,,(510) 436-3580,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Mutual Express Co,,(510) 465-1711,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Odyssey Logistics,,(510) 264-0973,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),E&E Transport LLC,,(559) 417-7599,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),First Class Trucking,,(954) 228-2441,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),S & H Trucking,,(559) 277-0441,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),R & R Logistics,,(559) 312-8775,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Carino Trucking,,(559) 237-2648,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Slingshot Transportation,,(559) 261-0968,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Old Dominion Freight Line (Fresno),,(800) 235-5569,phone_only,MISSING,missing,YES,ok,,
01-CLEAN-USABLE-CONTACTS.csv,(csv),R&R Trucking,,(510) 284-9103,phone_only,MISSING,missing,YES,ok,Oakdale,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Storage to You,,(916) 280-1525,phone_only,MISSING,missing,YES,ok,Rancho Cordova,
01-CLEAN-USABLE-CONTACTS.csv,(csv),JW McClenahan,,(916) 737-9582,phone_only,MISSING,missing,YES,ok,Sacramento,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Amrock Construction,,(408) 690-6161,phone_only,MISSING,missing,YES,ok,Campbell,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Diamond Cut Pool Plastering,,(209) 380-8773,phone_only,MISSING,missing,YES,ok,Livermore,
01-CLEAN-USABLE-CONTACTS.csv,(csv),High Noble Safe,,(916) 746-7711,phone_only,MISSING,missing,YES,ok,Roseville,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Tuffgrass Inc,,(530) 237-7879,phone_only,MISSING,missing,YES,ok,Penn Valley,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Superior Roof Metals,,(510) 302-5132,phone_only,MISSING,missing,YES,ok,San Jose,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Take It For Granite,,(408) 510-4869,phone_only,MISSING,missing,YES,ok,San Jose,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Glazier & Glazier,,(707) 484-8086,phone_only,MISSING,missing,YES,ok,Petaluma,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Mejia Trucking,,(707) 337-8910,phone_only,MISSING,missing,YES,ok,St Helena,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Owl Vision,,(408) 857-8096,phone_only,MISSING,missing,YES,ok,San Francisco,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Sunny Cal Cargo,,(707) 689-8888,phone_only,MISSING,missing,YES,ok,Fairfield,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Elite Limousine Inc,,(650) 270-9163,phone_only,MISSING,missing,YES,ok,Union City,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Methodology Inc,,(707) 344-3463,phone_only,MISSING,missing,YES,ok,Concord,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Unknown (4822 Patrol),,(916) 230-1207,phone_only,MISSING,missing,YES,ok,McClellan,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Tim Braund,,(530) 949-0938,phone_only,MISSING,missing,YES,ok,Cottonwood,
01-CLEAN-USABLE-CONTACTS.csv,(csv),"Sundance Stage Lines, Inc",,619-525-1570,phone_only,MISSING,missing,YES,ok,San Diego,184090
01-CLEAN-USABLE-CONTACTS.csv,(csv),INQUIPCO,jerry@inquipco.com,(949) 818-9167,email+phone,YES,ok,YES,ok,Las Vegas,347085
01-CLEAN-USABLE-CONTACTS.csv,(csv),"Steve Wills Trucking & Logging, LLC.",swillstruck@aol.com,,email_only,YES,ok,MISSING,missing,Fortuna,256813
01-CLEAN-USABLE-CONTACTS.csv,(csv),Emergency Towing,,(510) 534-5190,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),V&U Towing,,(510) 206-3085,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Micki's Towing,,(510) 436-6300,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Andy's Towing,,(510) 995-0052,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),Auto Plus Towing,,(510) 261-8199,phone_only,MISSING,missing,YES,ok,Oakland,
01-CLEAN-USABLE-CONTACTS.csv,(csv),All Brauns Towing,,(866) 408-8093,phone_only,MISSING,missing,YES,ok,Hayward,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Emergency Towing,,(510) 534-5190,phone_only,MISSING,no_col,YES,ok,Oakland,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),V&U Towing,,(510) 206-3085,phone_only,MISSING,no_col,YES,ok,Oakland,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Micki's Towing,,(510) 436-6300,phone_only,MISSING,no_col,YES,ok,Oakland,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Andy's Towing,,(510) 995-0052,phone_only,MISSING,no_col,YES,ok,Oakland,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),Auto Plus Towing,,(510) 261-8199,phone_only,MISSING,no_col,YES,ok,Oakland,
Tow_Truck_Prospects_Oakland_2026-01-31.csv,(csv),All Brauns Towing,,(866) 408-8093,phone_only,MISSING,no_col,YES,ok,Hayward,
