TRUCRS ID,Name,USDOT,CA_Number,Complies,Priority,Date Certificate Printed,SAFER_URL,Google_Search,All_Carriers
10531,Browns Northstate Resources,398433.0,2352675,TB,1.0,2025-01-02 07:21:29,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=398433,https://www.google.com/search?q=Browns+Northstate+Resources+trucking+California+address+phone,"2352675, 398433"
10577,barnes ranch inc,701291.0,254468,TB,1.0,2025-01-20 10:07:13,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=701291,https://www.google.com/search?q=barnes+ranch+inc+trucking+California+address+phone,"254468, 701291"
10643,Dart International,1780.0,164701,TB,1.0,2025-01-24 12:10:35,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1780,https://www.google.com/search?q=Dart+International+trucking+California+address+phone,"164701, 1780"
10726,SterlingPacific Meat Company,214000.0,559423,TB,1.0,2025-01-02 12:40:57,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=214000,https://www.google.com/search?q=SterlingPacific+Meat+Company+trucking+California+address+phone,"559423, 214000"
10753,"Gli-Co Farms, LP",1823649.0,593189,TB,1.0,2025-01-06 12:54:54,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1823649,https://www.google.com/search?q=Gli-Co+Farms+LP+trucking+California+address+phone,"593189, 1823649"
10817,Flyin A Ranch,235751.0,1663258,TB,1.0,2025-11-11 12:54:26,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=235751,https://www.google.com/search?q=Flyin+A+Ranch+trucking+California+address+phone,"1663258, 235751"
10956,Rick Lawley Trucking,8932.0,1754373,TB,1.0,2025-01-06 03:24:21,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=8932,https://www.google.com/search?q=Rick+Lawley+Trucking+trucking+California+address+phone,"1754373, 8932"
11381,"J.S. Helwig & Son, LLC",185183.0,,TB,1.0,2025-06-18 02:11:34,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=185183,https://www.google.com/search?q=J.S.+Helwig+&+Son+LLC+trucking+California+address+phone,185183
11478,Gileno Distribution Services,279660.0,309992,TB,1.0,2025-05-28 08:41:29,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=279660,https://www.google.com/search?q=Gileno+Distribution+Services+trucking+California+address+phone,"309992, 279660"
11483,Garrison Transportation,460885.0,,TB,1.0,2025-02-10 03:49:56,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=460885,https://www.google.com/search?q=Garrison+Transportation+trucking+California+address+phone,460885
11649,MILLER TRUCKING CORP,451701.0,,TB,1.0,2024-12-26 03:09:46,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=451701,https://www.google.com/search?q=MILLER+TRUCKING+CORP+trucking+California+address+phone,451701
11733,GAN-TRANS,174463.0,16756,TB,1.0,2025-02-24 09:49:09,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=174463,https://www.google.com/search?q=GAN-TRANS+trucking+California+address+phone,"MC148489, 16756, 24682, 174463"
11886,Tarke Farming Inc,396475.0,2769749,TB,1.0,2025-01-23 02:25:47,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=396475,https://www.google.com/search?q=Tarke+Farming+Inc+trucking+California+address+phone,"2769749, 396475"
11925,Stackhouse Bros.,88710.0,1613353,TB,1.0,2025-02-04 02:48:29,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=88710,https://www.google.com/search?q=Stackhouse+Bros.+trucking+California+address+phone,"1613353, 88710"
12004,"Convoy Systems, LLC",230360.0,,TB,1.0,2025-02-20 11:13:58,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=230360,https://www.google.com/search?q=Convoy+Systems+LLC+trucking+California+address+phone,230360
12035,OLDLAND DISTRIBUTING INC,167502.0,150766,TB,1.0,2025-01-09 12:09:45,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=167502,https://www.google.com/search?q=OLDLAND+DISTRIBUTING+INC+trucking+California+address+phone,"198196, 150766, 7416, 167502"
12098,"Douglas Transportation, Inc.",533789.0,,TB,1.0,2025-01-02 09:57:49,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=533789,https://www.google.com/search?q=Douglas+Transportation+Inc.+trucking+California+address+phone,533789
12101,Wyeth Dairy Inc,111121.0,,TB,1.0,2025-01-16 01:49:15,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=111121,https://www.google.com/search?q=Wyeth+Dairy+Inc+trucking+California+address+phone,111121
